TYPE,TIMESTAMP,X,Y,Z
ACCEL,1752154208262.9717,0.21574629843235016,-9.688969612121582,0.4805258512496948
GYRO,1752154208270.8289,0.0005323254154063761,0.0026616270188242197,0.0021293016616255045
ACCEL,1752154208272.926,0.2059396505355835,-9.688969612121582,0.4903324842453003
GYRO,1752154208280.8452,0.0031956976745277643,-0.008520697243511677,0.0010646508308127522
ACCEL,1752154208282.8813,0.2059396505355835,-9.698776245117188,0.4805258512496948
GYRO,1752154208290.8616,0.003728023264557123,-0.0005323254154063761,0.0
ACCEL,1752154208292.8354,0.23535959422588348,-9.708582878112793,0.4609125256538391
GYRO,1752154208300.8767,0.0026616270188242197,0.0005323254154063761,0.0010646508308127522
ACCEL,1752154208302.7898,0.22555294632911682,-9.698776245117188,0.4412992298603058
GYRO,1752154208310.893,0.0,-0.0026616270188242197,-0.0026616270188242197
ACCEL,1752154208312.7441,0.21574629843235016,-9.698776245117188,0.40207263827323914
GYRO,1752154208320.9094,0.0,-0.003728023264557123,0.0010646508308127522
ACCEL,1752154208322.6975,0.19613298773765564,-9.679162979125977,0.411879301071167
GYRO,1752154208330.9248,0.0005323254154063761,-0.004260348621755838,-0.0005323254154063761
ACCEL,1752154208332.6528,0.21574629843235016,-9.698776245117188,0.42168593406677246
GYRO,1752154208340.9412,0.0026616270188242197,-0.008520697243511677,0.0015969761880114675
ACCEL,1752154208342.6082,0.23535959422588348,-9.698776245117188,0.45110589265823364
GYRO,1752154208350.9565,-0.004260348621755838,0.0031956976745277643,0.0005323254154063761
ACCEL,1752154208352.5625,0.22555294632911682,-9.698776245117188,0.4609125256538391
GYRO,1752154208360.973,-0.003728023264557123,0.005324999336153269,-0.0010646508308127522
ACCEL,1752154208362.518,0.2059396505355835,-9.688969612121582,0.4412992298603058
RGB,1752154208338.157,,,
GYRO,1752154208370.989,0.005324999336153269,0.0015969761880114675,-0.004792673978954554
ACCEL,1752154208372.473,0.18632633984088898,-9.698776245117188,0.47071918845176697
GYRO,1752154208381.004,0.0,-0.0031956976745277643,0.0021293016616255045
ACCEL,1752154208382.428,0.2059396505355835,-9.698776245117188,0.4903324842453003
GYRO,1752154208391.02,0.003728023264557123,-0.005324999336153269,0.0010646508308127522
ACCEL,1752154208392.3828,0.21574629843235016,-9.688969612121582,0.4805258512496948
RGB,1752154208371.848,,,
GYRO,1752154208401.035,-0.003728023264557123,0.0015969761880114675,-0.004260348621755838
ACCEL,1752154208402.338,0.23535959422588348,-9.669356346130371,0.4903324842453003
GYRO,1752154208411.0508,-0.0021293016616255045,0.004260348621755838,-0.004260348621755838
ACCEL,1752154208412.2927,0.254972904920578,-9.688969612121582,0.47071918845176697
GYRO,1752154208421.0667,0.0026616270188242197,-0.011718139983713627,-0.0010646508308127522
ACCEL,1752154208422.2468,0.24516624212265015,-9.679162979125977,0.4805258512496948
GYRO,1752154208431.0815,-0.0005323254154063761,-0.0031956976745277643,-0.0005323254154063761
ACCEL,1752154208432.2007,0.22555294632911682,-9.688969612121582,0.45110589265823364
RGB,1752154208405.5693,,,
GYRO,1752154208441.0977,0.0015969761880114675,0.0010646508308127522,0.0015969761880114675
ACCEL,1752154208442.1545,0.19613298773765564,-9.688969612121582,0.42168593406677246
GYRO,1752154208451.1125,0.004260348621755838,-0.005859069991856813,0.0021293016616255045
ACCEL,1752154208452.1084,0.19613298773765564,-9.698776245117188,0.40207263827323914
GYRO,1752154208461.1284,-0.004792673978954554,0.0015969761880114675,0.0010646508308127522
ACCEL,1752154208462.0623,0.2059396505355835,-9.698776245117188,0.411879301071167
RGB,1752154208439.1438,,,
GYRO,1752154208471.144,0.0010646508308127522,-0.0021293016616255045,-0.0015969761880114675
ACCEL,1752154208472.017,0.21574629843235016,-9.708582878112793,0.4314925968647003
GYRO,1752154208481.1587,-0.004260348621755838,0.0026616270188242197,-0.0031956976745277643
ACCEL,1752154208481.9717,0.21574629843235016,-9.679162979125977,0.4314925968647003
GYRO,1752154208491.1743,0.003728023264557123,-0.006923720706254244,0.0015969761880114675
ACCEL,1752154208491.9243,0.2059396505355835,-9.669356346130371,0.4412992298603058
RGB,1752154208472.717,,,
GYRO,1752154208501.1892,-0.003728023264557123,0.0005323254154063761,-0.004260348621755838
ACCEL,1752154208501.8782,0.2059396505355835,-9.679162979125977,0.45110589265823364
GYRO,1752154208511.2048,0.0021293016616255045,-0.004260348621755838,-0.0005323254154063761
ACCEL,1752154208511.8318,0.23535959422588348,-9.688969612121582,0.47071918845176697
GYRO,1752154208521.2205,0.0015969761880114675,-0.004260348621755838,0.0015969761880114675
ACCEL,1752154208521.7854,0.24516624212265015,-9.688969612121582,0.4903324842453003
GYRO,1752154208531.2349,0.005324999336153269,-0.005324999336153269,-0.0005323254154063761
ACCEL,1752154208531.739,0.26477953791618347,-9.679162979125977,0.509945809841156
RGB,1752154208506.2908,,,
GYRO,1752154208541.2505,-0.0031956976745277643,-0.004260348621755838,-0.0005323254154063761
ACCEL,1752154208541.6926,0.23535959422588348,-9.688969612121582,0.4805258512496948
GYRO,1752154208551.266,0.004792673978954554,-0.005324999336153269,-0.0005323254154063761
ACCEL,1752154208551.6462,0.19613298773765564,-9.679162979125977,0.4805258512496948
GYRO,1752154208561.2808,-0.0021293016616255045,-0.006923720706254244,0.0010646508308127522
ACCEL,1752154208561.5996,0.18632633984088898,-9.679162979125977,0.45110589265823364
RGB,1752154208539.813,,,
GYRO,1752154208571.2961,0.005859069991856813,-0.011718139983713627,0.0010646508308127522
ACCEL,1752154208571.5532,0.17651969194412231,-9.698776245117188,0.4314925968647003
GYRO,1752154208581.3105,0.004792673978954554,-0.005859069991856813,-0.0005323254154063761
ACCEL,1752154208581.5066,0.16671304404735565,-9.688969612121582,0.411879301071167
GYRO,1752154208591.3262,0.0021293016616255045,-0.006923720706254244,-0.0010646508308127522
ACCEL,1752154208591.4612,0.21574629843235016,-9.688969612121582,0.40207263827323914
RGB,1752154208573.3284,,,
GYRO,1752154208601.3416,0.004260348621755838,-0.004792673978954554,-0.0031956976745277643
ACCEL,1752154208601.4146,0.23535959422588348,-9.698776245117188,0.40207263827323914
GYRO,1752154208611.356,-0.0021293016616255045,-0.0010646508308127522,-0.003728023264557123
ACCEL,1752154208611.368,0.24516624212265015,-9.688969612121582,0.40207263827323914
GYRO,1752154208616.3638,-0.0005323254154063761,-0.007988371886312962,-0.0015969761880114675
ACCEL,1752154208621.3225,0.23535959422588348,-9.688969612121582,0.40207263827323914
GYRO,1752154208626.3792,0.0015969761880114675,0.0005323254154063761,-0.0010646508308127522
ACCEL,1752154208631.275,0.21574629843235016,-9.688969612121582,0.4412992298603058
RGB,1752154208606.8352,,,
GYRO,1752154208636.3936,-0.0031956976745277643,-0.0021293016616255045,-0.003728023264557123
ACCEL,1752154208641.2283,0.2059396505355835,-9.688969612121582,0.4609125256538391
GYRO,1752154208646.409,0.010651743970811367,-0.006391395349055529,0.0005323254154063761
ACCEL,1752154208651.1816,0.21574629843235016,-9.698776245117188,0.47071918845176697
GYRO,1752154208656.4243,0.005324999336153269,-0.0031956976745277643,-0.0021293016616255045
ACCEL,1752154208661.135,0.22555294632911682,-9.698776245117188,0.4903324842453003
GYRO,1752154208661.431,0.003728023264557123,-0.004260348621755838,0.0031956976745277643
ACCEL,1752154208661.135,0.22555294632911682,-9.698776245117188,0.4903324842453003
RGB,1752154208640.3125,,,
GYRO,1752154208666.4387,0.0005323254154063761,-0.007456046529114246,0.0010646508308127522
ACCEL,1752154208671.0874,0.22555294632911682,-9.698776245117188,0.5197524428367615
GYRO,1752154208676.454,0.0005323254154063761,-0.007988371886312962,0.0015969761880114675
ACCEL,1752154208681.04,0.21574629843235016,-9.679162979125977,0.509945809841156
GYRO,1752154208686.4688,0.003728023264557123,-0.0021293016616255045,-0.0010646508308127522
ACCEL,1752154208690.9934,0.2059396505355835,-9.688969612121582,0.4903324842453003
RGB,1752154208673.7783,,,
GYRO,1752154208696.4841,0.0010646508308127522,0.0005323254154063761,-0.0010646508308127522
ACCEL,1752154208700.9458,0.21574629843235016,-9.698776245117188,0.47071918845176697
GYRO,1752154208706.4985,0.004260348621755838,-0.010119418613612652,-0.0005323254154063761
ACCEL,1752154208710.8984,0.21574629843235016,-9.679162979125977,0.4609125256538391
GYRO,1752154208716.514,0.0026616270188242197,-0.0026616270188242197,0.0015969761880114675
ACCEL,1752154208720.8508,0.22555294632911682,-9.679162979125977,0.4412992298603058
GYRO,1752154208726.5295,0.0010646508308127522,-0.0021293016616255045,-0.0026616270188242197
ACCEL,1752154208730.8032,0.24516624212265015,-9.698776245117188,0.4412992298603058
RGB,1752154208707.2341,,,
GYRO,1752154208736.544,0.0010646508308127522,0.0,0.0
ACCEL,1752154208740.7556,0.22555294632911682,-9.688969612121582,0.45110589265823364
GYRO,1752154208746.5593,0.004792673978954554,-0.013847441412508488,-0.0021293016616255045
ACCEL,1752154208750.708,0.2059396505355835,-9.679162979125977,0.4609125256538391
GYRO,1752154208756.5737,-0.0015969761880114675,0.0,-0.0005323254154063761
ACCEL,1752154208760.6604,0.2059396505355835,-9.688969612121582,0.4609125256538391
RGB,1752154208740.6782,,,
GYRO,1752154208766.5894,-0.005324999336153269,-0.009054767899215221,0.0021293016616255045
ACCEL,1752154208770.614,0.21574629843235016,-9.688969612121582,0.45110589265823364
GYRO,1752154208776.605,0.003728023264557123,-0.0015969761880114675,0.0021293016616255045
ACCEL,1752154208780.567,0.21574629843235016,-9.688969612121582,0.4609125256538391
GYRO,1752154208786.6196,0.0005323254154063761,-0.008520697243511677,-0.0010646508308127522
ACCEL,1752154208790.5205,0.23535959422588348,-9.679162979125977,0.4805258512496948
RGB,1752154208774.108,,,
GYRO,1752154208796.6353,-0.0010646508308127522,-0.0015969761880114675,0.0010646508308127522
ACCEL,1752154208800.4731,0.23535959422588348,-9.688969612121582,0.4609125256538391
GYRO,1752154208806.651,-0.005324999336153269,-0.004260348621755838,0.0015969761880114675
ACCEL,1752154208810.4268,0.22555294632911682,-9.698776245117188,0.4609125256538391
GYRO,1752154208816.6655,0.0015969761880114675,-0.0026616270188242197,0.0015969761880114675
ACCEL,1752154208820.3804,0.21574629843235016,-9.688969612121582,0.45110589265823364
GYRO,1752154208826.6812,0.0021293016616255045,-0.004792673978954554,-0.0005323254154063761
ACCEL,1752154208830.334,0.21574629843235016,-9.688969612121582,0.4412992298603058
RGB,1752154208807.5251,,,
GYRO,1752154208836.6968,0.005324999336153269,-0.004260348621755838,0.0
ACCEL,1752154208840.2878,0.2059396505355835,-9.688969612121582,0.4314925968647003
GYRO,1752154208846.7114,0.007988371886312962,-0.003728023264557123,-0.0005323254154063761
ACCEL,1752154208850.2405,0.2059396505355835,-9.679162979125977,0.42168593406677246
GYRO,1752154208856.727,0.0005323254154063761,0.0005323254154063761,-0.0031956976745277643
ACCEL,1752154208860.193,0.19613298773765564,-9.698776245117188,0.4412992298603058
RGB,1752154208840.932,,,
GYRO,1752154208866.7417,0.0010646508308127522,0.0015969761880114675,-0.0031956976745277643
ACCEL,1752154208870.1467,0.2059396505355835,-9.698776245117188,0.4412992298603058
GYRO,1752154208876.7573,0.003728023264557123,-0.005324999336153269,-0.0021293016616255045
ACCEL,1752154208880.1003,0.19613298773765564,-9.688969612121582,0.42168593406677246
GYRO,1752154208886.772,-0.0005323254154063761,-0.0005323254154063761,-0.0010646508308127522
ACCEL,1752154208890.054,0.22555294632911682,-9.688969612121582,0.4314925968647003
RGB,1752154208874.3286,,,
GYRO,1752154208896.7876,0.0005323254154063761,-0.0026616270188242197,-0.0015969761880114675
ACCEL,1752154208900.0076,0.23535959422588348,-9.679162979125977,0.4609125256538391
GYRO,1752154208906.8032,0.0,-0.010651743970811367,0.0
ACCEL,1752154208909.9612,0.22555294632911682,-9.688969612121582,0.4609125256538391
GYRO,1752154208916.8179,0.004792673978954554,-0.010651743970811367,0.0
ACCEL,1752154208919.9136,0.22555294632911682,-9.679162979125977,0.4805258512496948
GYRO,1752154208926.8335,0.003728023264557123,-0.004260348621755838,0.0015969761880114675
ACCEL,1752154208929.8672,0.22555294632911682,-9.688969612121582,0.4805258512496948
RGB,1752154208907.7148,,,
GYRO,1752154208936.848,0.004792673978954554,-0.0021293016616255045,-0.0010646508308127522
ACCEL,1752154208939.8218,0.22555294632911682,-9.688969612121582,0.4805258512496948
GYRO,1752154208946.8635,0.0026616270188242197,-0.004260348621755838,0.004792673978954554
ACCEL,1752154208949.7754,0.22555294632911682,-9.708582878112793,0.4609125256538391
GYRO,1752154208956.8792,-0.007456046529114246,0.0026616270188242197,-0.0026616270188242197
ACCEL,1752154208959.729,0.22555294632911682,-9.688969612121582,0.45110589265823364
RGB,1752154208941.0889,,,
GYRO,1752154208966.8938,-0.0005323254154063761,0.0021293016616255045,-0.0015969761880114675
ACCEL,1752154208969.6836,0.21574629843235016,-9.698776245117188,0.4412992298603058
GYRO,1752154208976.9092,-0.005859069991856813,-0.0015969761880114675,0.004260348621755838
ACCEL,1752154208979.6372,0.21574629843235016,-9.688969612121582,0.4412992298603058
GYRO,1752154208986.9238,0.0005323254154063761,0.004792673978954554,0.0
ACCEL,1752154208989.5918,0.2059396505355835,-9.688969612121582,0.4412992298603058
RGB,1752154208974.4602,,,
GYRO,1752154208996.9395,0.0021293016616255045,-0.0026616270188242197,0.0015969761880114675
ACCEL,1752154208999.5452,0.21574629843235016,-9.698776245117188,0.4412992298603058
GYRO,1752154209006.9548,0.0010646508308127522,-0.009054767899215221,-0.0010646508308127522
ACCEL,1752154209009.4988,0.23535959422588348,-9.698776245117188,0.4412992298603058
GYRO,1752154209016.9695,-0.004260348621755838,0.0,-0.005324999336153269
ACCEL,1752154209019.4524,0.23535959422588348,-9.698776245117188,0.4412992298603058
GYRO,1752154209026.9849,0.004260348621755838,-0.004792673978954554,0.0
ACCEL,1752154209029.4058,0.21574629843235016,-9.688969612121582,0.4609125256538391
RGB,1752154209007.8196,,,
GYRO,1752154209036.9995,0.0015969761880114675,-0.0031956976745277643,0.005859069991856813
ACCEL,1752154209039.3594,0.2059396505355835,-9.688969612121582,0.47071918845176697
GYRO,1752154209047.0151,-0.0010646508308127522,-0.006391395349055529,-0.0005323254154063761
ACCEL,1752154209049.312,0.19613298773765564,-9.679162979125977,0.4609125256538391
GYRO,1752154209057.0305,0.0015969761880114675,-0.0031956976745277643,0.0015969761880114675
ACCEL,1752154209059.2664,0.21574629843235016,-9.698776245117188,0.47071918845176697
RGB,1752154209041.169,,,
GYRO,1752154209067.0452,0.0021293016616255045,0.0010646508308127522,0.003728023264557123
ACCEL,1752154209069.219,0.22555294632911682,-9.688969612121582,0.4609125256538391
GYRO,1752154209077.0605,0.0021293016616255045,-0.0026616270188242197,0.0015969761880114675
ACCEL,1752154209079.1787,0.22555294632911682,-9.688969612121582,0.4609125256538391
GYRO,1752154209087.1052,0.0031956976745277643,-0.0031956976745277643,-0.0015969761880114675
ACCEL,1752154209089.1624,0.22555294632911682,-9.698776245117188,0.4412992298603058
GYRO,1752154209097.1519,-0.0015969761880114675,0.005859069991856813,-0.0010646508308127522
ACCEL,1752154209099.146,0.2059396505355835,-9.698776245117188,0.4314925968647003
RGB,1752154209074.5176,,,
GYRO,1752154209107.199,-0.0015969761880114675,-0.0026616270188242197,0.0021293016616255045
ACCEL,1752154209109.1301,0.21574629843235016,-9.688969612121582,0.42168593406677246
GYRO,1752154209117.2458,-0.0031956976745277643,-0.004260348621755838,0.0005323254154063761
ACCEL,1752154209119.116,0.22555294632911682,-9.698776245117188,0.4314925968647003
GYRO,1752154209127.2947,-0.0021293016616255045,0.0,-0.0015969761880114675
ACCEL,1752154209129.1025,0.22555294632911682,-9.698776245117188,0.4412992298603058
RGB,1752154209107.8572,,,
GYRO,1752154209137.344,0.0031956976745277643,-0.007456046529114246,-0.0005323254154063761
ACCEL,1752154209139.0889,0.23535959422588348,-9.679162979125977,0.4609125256538391
GYRO,1752154209147.393,0.006391395349055529,-0.005859069991856813,0.0
ACCEL,1752154209149.077,0.2059396505355835,-9.698776245117188,0.4412992298603058
GYRO,1752154209157.444,0.0010646508308127522,-0.0005323254154063761,-0.0015969761880114675
ACCEL,1752154209159.0647,0.2059396505355835,-9.669356346130371,0.45110589265823364
RGB,1752154209141.1855,,,
GYRO,1752154209167.4946,0.0015969761880114675,-0.005324999336153269,0.004792673978954554
ACCEL,1752154209169.0544,0.18632633984088898,-9.688969612121582,0.4412992298603058
GYRO,1752154209177.547,-0.0010646508308127522,0.0031956976745277643,-0.0010646508308127522
ACCEL,1752154209179.0427,0.2059396505355835,-9.688969612121582,0.45110589265823364
GYRO,1752154209187.5876,0.0005323254154063761,-0.0031956976745277643,-0.0005323254154063761
ACCEL,1752154209189.0212,0.21574629843235016,-9.679162979125977,0.4903324842453003
GYRO,1752154209197.6274,-0.0021293016616255045,-0.0021293016616255045,-0.0026616270188242197
ACCEL,1752154209199.0,0.22555294632911682,-9.679162979125977,0.4903324842453003
RGB,1752154209174.6077,,,
GYRO,1752154209207.669,0.004260348621755838,-0.0026616270188242197,0.004260348621755838
ACCEL,1752154209208.9792,0.23535959422588348,-9.679162979125977,0.509945809841156
GYRO,1752154209217.7097,-0.0015969761880114675,-0.0021293016616255045,-0.0031956976745277643
ACCEL,1752154209218.96,0.24516624212265015,-9.688969612121582,0.4903324842453003
GYRO,1752154209227.752,0.004260348621755838,-0.006923720706254244,0.0026616270188242197
ACCEL,1752154209228.9402,0.23535959422588348,-9.679162979125977,0.4609125256538391
RGB,1752154209208.0261,,,
GYRO,1752154209237.7937,-0.0015969761880114675,-0.003728023264557123,-0.0021293016616255045
ACCEL,1752154209238.9207,0.2059396505355835,-9.688969612121582,0.4412992298603058
GYRO,1752154209247.837,0.0005323254154063761,-0.0021293016616255045,-0.0031956976745277643
ACCEL,1752154209248.9019,0.2059396505355835,-9.698776245117188,0.3922659754753113
GYRO,1752154209257.8806,0.0021293016616255045,-0.0026616270188242197,0.0
ACCEL,1752154209258.8833,0.18632633984088898,-9.688969612121582,0.42168593406677246
RGB,1752154209241.4434,,,
GYRO,1752154209267.9236,-0.004260348621755838,0.0026616270188242197,0.0
ACCEL,1752154209268.8643,0.21574629843235016,-9.688969612121582,0.4314925968647003
GYRO,1752154209277.968,-0.005859069991856813,-0.010119418613612652,0.0015969761880114675
ACCEL,1752154209278.847,0.23535959422588348,-9.679162979125977,0.45110589265823364
GYRO,1752154209288.004,0.003728023264557123,-0.0010646508308127522,0.004260348621755838
ACCEL,1752154209288.8203,0.21574629843235016,-9.688969612121582,0.47071918845176697
GYRO,1752154209298.0388,0.0010646508308127522,-0.0010646508308127522,-0.005324999336153269
ACCEL,1752154209298.7942,0.2059396505355835,-9.688969612121582,0.45110589265823364
RGB,1752154209274.8367,,,
GYRO,1752154209308.075,0.0,-0.005324999336153269,0.0010646508308127522
ACCEL,1752154209308.7683,0.2059396505355835,-9.688969612121582,0.4805258512496948
GYRO,1752154209318.1104,-0.0021293016616255045,-0.0021293016616255045,0.0
ACCEL,1752154209318.7437,0.2059396505355835,-9.688969612121582,0.4412992298603058
GYRO,1752154209328.147,0.0021293016616255045,-0.0021293016616255045,0.0
ACCEL,1752154209328.7183,0.2059396505355835,-9.688969612121582,0.4609125256538391
GYRO,1752154209338.184,0.0010646508308127522,-0.007456046529114246,-0.0026616270188242197
ACCEL,1752154209338.693,0.24516624212265015,-9.698776245117188,0.47071918845176697
GYRO,1752154209348.2202,0.004260348621755838,-0.009587093256413937,-0.0005323254154063761
ACCEL,1752154209348.6692,0.254972904920578,-9.679162979125977,0.47071918845176697
GYRO,1752154209358.2578,0.0015969761880114675,-0.0015969761880114675,-0.0005323254154063761
ACCEL,1752154209358.6445,0.23535959422588348,-9.688969612121582,0.5001391172409058
GYRO,1752154209368.2944,-0.004792673978954554,-0.0005323254154063761,-0.0010646508308127522
ACCEL,1752154209368.62,0.2059396505355835,-9.679162979125977,0.45110589265823364
GYRO,1752154209378.3325,-0.0026616270188242197,-0.0010646508308127522,0.0010646508308127522
ACCEL,1752154209378.5972,0.21574629843235016,-9.688969612121582,0.47071918845176697
